,epic_name,tm_name,epic_candname,pl_name,ra,ra_err,ra_str,dec,dec_err,dec_str,k2c_disp,k2c_refdisp,k2c_reflink,k2c_note,k2c_recentflag,k2_campaign_str,st_plx,st_plxerr1,st_plxerr2,st_plxlim,st_dist,st_disterr1,st_disterr2,st_distlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_metfe,st_metfeerr1,st_metfeerr2,st_metfelim,st_metratio,st_rad,st_raderr1,st_raderr2,st_radlim,st_vsini,st_vsinierr1,st_vsinierr2,st_vsinilim,st_kep,st_keperr,st_keplim,st_bj,st_bjerr,st_bjlim,st_vj,st_vjerr,st_vjlim,st_us,st_userr,st_uslim,st_gs,st_gserr,st_gslim,st_rs,st_rserr,st_rslim,st_is,st_iserr,st_islim,st_zs,st_zserr,st_zslim,st_j2,st_j2err,st_j2lim,st_h2,st_h2err,st_h2lim,st_k2,st_k2err,st_k2lim,st_wise1,st_wise1err,st_wise1lim,st_wise2,st_wise2err,st_wise2lim,st_wise3,st_wise3err,st_wise3lim,st_wise4,st_wise4err,st_wise4lim,st_bmvj,st_bmvjerr,st_bmvjlim,st_jmh2,st_jmh2err,st_jmh2lim,st_hmk2,st_hmk2err,st_hmk2lim,st_jmk2,st_jmk2err,st_jmk2lim,pl_fppprob,pl_fppproblim,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_tranflag
1243,EPIC 211682544,2MASS J08384378+1540503,EPIC 211682544.01,K2-263 b,129.68238799999997,0.0,08h38m43.77s,15.680626,0.0,+15d40m50.3s,CONFIRMED,CANDIDATE,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,,1,5,,,,,,,,,5410.0,50.0,-50.0,0.0,4.58,0.1,-0.1,0.0,-0.04,0.08,-0.08,0.0,[Fe/H],0.84,0.04,-0.03,0.0,,,,,11.407,,0,12.347999999999999,0.03,0.0,11.606,0.04,0.0,,,,11.901,0.03,0.0,11.385,0.03,0.0,11.195,0.04,0.0,,,,10.216000000000001,0.02,0.0,9.814,0.022000000000000002,0.0,9.748,0.02,0.0,9.709,0.022000000000000002,0.0,9.765,0.02,0.0,9.649,0.055999999999999994,0.0,8.112,,-1.0,0.742,0.05,0.0,0.402,0.03,0.0,0.066,0.03,0.0,0.46799999999999997,0.027999999999999997,0.0,0.00292,0.0,50.819331,0.002404,-0.002537,0,2457145.56759,0.001737,-0.001818,0.0,,,,,,,,,89.723,0.20199999999999999,-0.4,0.0,,,,,103.85759200000001,14.558805,-34.325821999999995,0.0,0.02371,0.00195,-0.0010400000000000001,0.0,0.19,0.02,-0.01,0.0,2.165,0.20600000000000002,-0.11900000000000001,0.0,,,,,1.0
1244,EPIC 211733267,2MASS J08400226+1622206,EPIC 211733267.01,,130.009415,0.0,08h40m02.26s,16.372405999999998,0.0,+16d22m20.7s,CANDIDATE,CANDIDATE,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,,1,5,,,,,,,,,5319.0,50.0,-50.0,0.0,4.55,0.1,-0.1,0.0,-0.05,0.08,-0.08,0.0,[Fe/H],0.82,0.04,-0.03,0.0,,,,,12.15,,0,13.214,0.04,0.0,12.398,0.04,0.0,,,,12.759,0.04,0.0,12.135,0.04,0.0,11.889000000000001,0.04,0.0,,,,10.841,0.02,0.0,10.407,0.022000000000000002,0.0,10.287,0.017,0.0,10.209,0.023,0.0,10.248,0.02,0.0,10.115,0.106,0.0,8.325,,-1.0,0.816,0.057,0.0,0.434,0.03,0.0,0.12,0.027999999999999997,0.0,0.5539999999999999,0.026000000000000002,0.0,0.44,0.0,8.658168,3e-05,-3e-05,0,2457144.93175,0.000145,-0.000145,0.0,,,,,,,,,87.361,0.374,-0.39399999999999996,0.0,,,,,22.993247,1.448595,-1.021623,0.0,0.1921,0.11431,-0.058820000000000004,0.0,1.53,0.91,-0.47,0.0,17.16,10.245,-5.287999999999999,0.0,,,,,1.0
1245,EPIC 211736671,2MASS J08133165+1625107,EPIC 211736671.01,K2-108 b,123.381874,0.0,08h13m31.65s,16.419609,0.0,+16d25m10.6s,CONFIRMED,CANDIDATE,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,,1,5,,,,,,,,,5414.0,53.0,-53.0,0.0,3.75,0.1,-0.1,0.0,0.48,0.08,-0.08,0.0,[Fe/H],2.31,0.38,-0.35,0.0,,,,,12.16,,0,13.094000000000001,0.05,0.0,12.33,0.01,0.0,,,,12.684000000000001,0.03,0.0,12.095999999999998,0.02,0.0,11.936,0.03,0.0,,,,10.985999999999999,0.021,0.0,10.652000000000001,0.022000000000000002,0.0,10.561,0.017,0.0,10.538,0.024,0.0,10.585,0.02,0.0,10.577,0.08800000000000001,0.0,8.802,,-1.0,0.764,0.051,0.0,0.33399999999999996,0.03,0.0,0.091,0.027999999999999997,0.0,0.425,0.027000000000000003,0.0,0.00845,0.0,4.73379,0.000153,-0.00015,0,2457145.09736,0.001258,-0.001287,0.0,,,,,,,,,86.135,2.727,-4.0,0.0,,,,,8.598202,1.6635630000000001,-2.5522400000000003,0.0,0.03007,0.00299,-0.0013599999999999999,0.0,0.67,0.13,-0.11,0.0,7.564,1.4569999999999999,-1.2109999999999999,0.0,,,,,1.0
1246,EPIC 211743874,2MASS J08373352+1631196,EPIC 211743874.01,,129.389694,0.0,08h37m33.53s,16.522102,0.0,+16d31m19.6s,CANDIDATE,CANDIDATE,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,,1,5,,,,,,,,,5985.0,50.0,-50.0,0.0,4.14,0.1,-0.1,0.0,0.08,0.08,-0.08,0.0,[Fe/H],1.41,0.18,-0.19,0.0,,,,,12.485999999999999,,0,13.100999999999999,0.04,0.0,12.573,0.02,0.0,,,,12.765999999999998,0.03,0.0,12.456,0.02,0.0,12.366,0.04,0.0,,,,11.585999999999999,0.024,0.0,11.337,0.022000000000000002,0.0,11.280999999999999,0.02,0.0,11.261,0.023,0.0,11.293,0.022000000000000002,0.0,11.401,0.251,0.0,7.952000000000001,,-1.0,0.528,0.045,0.0,0.249,0.033,0.0,0.055999999999999994,0.03,0.0,0.305,0.031,0.0,,0.0,12.282343,0.001656,-0.001841,0,2457148.20873,0.005108,-0.004894,0.0,,,,,,,,,88.507,1.065,-2.178,0.0,,,,,19.144527,2.733563,-6.331516000000001,0.0,0.01642,0.00126,-0.00098,0.0,0.23,0.03,-0.03,0.0,2.526,0.381,-0.379,0.0,,,,,1.0
1247,EPIC 211763214,2MASS J08552113+1647389,EPIC 211763214.01,,133.838074,0.0,08h55m21.14s,16.794179999999997,0.0,+16d47m39.0s,CANDIDATE,CANDIDATE,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,,1,5,,,,,,,,,5277.0,50.0,-50.0,0.0,4.54,0.1,-0.1,0.0,-0.2,0.08,-0.08,0.0,[Fe/H],0.78,0.04,-0.03,0.0,,,,,12.529000000000002,,0,13.433,0.02,0.0,12.727,0.04,0.0,,,,13.033,0.06,0.0,12.477,0.04,0.0,12.312000000000001,0.04,0.0,,,,11.290999999999999,0.022000000000000002,0.0,10.911,0.024,0.0,10.796,0.019,0.0,10.759,0.022000000000000002,0.0,10.811,0.021,0.0,10.774000000000001,0.126,0.0,8.946,,-1.0,0.706,0.045,0.0,0.38,0.033,0.0,0.115,0.031,0.0,0.495,0.028999999999999998,0.0,0.00533,0.0,21.191788,0.003275,-0.002983,0,2457146.5929799997,0.005564,-0.006693000000000001,0.0,,,,,,,,,89.03,0.7070000000000001,-1.4869999999999999,0.0,,,,,29.584660999999997,5.012551,-10.320661999999999,0.0,0.01544,0.00162,-0.00108,0.0,0.12,0.01,-0.01,0.0,1.317,0.156,-0.10300000000000001,0.0,,,,,1.0
1248,EPIC 211770696,2MASS J08310268+1654020,EPIC 211770696.01,,127.76118500000001,0.0,08h31m02.68s,16.900568,0.0,+16d54m02.0s,CANDIDATE,CANDIDATE,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,,1,5,,,,,,,,,5656.0,52.0,-52.0,0.0,4.23,0.1,-0.1,0.0,-0.28,0.08,-0.08,0.0,[Fe/H],1.06,0.12,-0.11,0.0,,,,,12.253,,0,12.955,0.06,0.0,12.414000000000001,0.05,0.0,,,,12.622,0.04,0.0,12.241,0.04,0.0,12.094000000000001,0.01,0.0,,,,11.186,0.021,0.0,10.895,0.022000000000000002,0.0,10.804,0.018000000000000002,0.0,10.787,0.023,0.0,10.815999999999999,0.021,0.0,10.770999999999999,0.114,0.0,8.562999999999999,,-1.0,0.541,0.078,0.0,0.29100000000000004,0.03,0.0,0.091,0.027999999999999997,0.0,0.382,0.027999999999999997,0.0,,0.0,16.27284,0.002365,-0.002441,0,2457145.9686,0.005055,-0.004831,0.0,,,,,,,,,88.13799999999999,1.307,-2.291,0.0,,,,,14.774551999999998,1.8211990000000002,-4.077317,0.0,0.01816,0.00156,-0.0008699999999999999,0.0,0.19,0.03,-0.02,0.0,2.109,0.307,-0.247,0.0,,,,,1.0
1249,EPIC 211611158,2MASS J08410232+1441250,EPIC 211611158.02,,130.259659,0.0,08h41m02.32s,14.690320000000002,0.0,+14d41m25.2s,CANDIDATE,CANDIDATE,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,,1,5,,,,,,,,,5722.0,50.0,-50.0,0.0,4.58,0.1,-0.1,0.0,-0.05,0.08,-0.08,0.0,[Fe/H],0.91,0.04,-0.03,0.0,,,,,12.414000000000001,,0,12.878,0.07,0.0,12.215,0.04,0.0,,,,12.501,0.09,0.0,12.385,0.63,0.0,11.904000000000002,0.04,0.0,,,,11.065999999999999,0.028999999999999998,0.0,10.749,0.034,0.0,10.68,0.019,0.0,10.628,0.023,0.0,10.667,0.021,0.0,10.667,0.12,0.0,8.29,,-1.0,0.6629999999999999,0.081,0.0,0.317,0.045,0.0,0.069,0.039,0.0,0.386,0.035,0.0,0.0041600000000000005,0.0,52.714072,0.003819,-0.003558,0,2457159.1581099997,0.0025,-0.002363,0.0,,,,,,,,,89.00299999999999,0.79,-0.782,0.0,,,,,47.691023,32.657639,-17.280170000000002,0.0,0.028030000000000003,0.00436,-0.00432,0.0,0.25,0.04,-0.04,0.0,2.7960000000000003,0.455,-0.442,0.0,,,,,1.0
1250,EPIC 211800191,2MASS J08513234+1719113,EPIC 211800191.01,,132.884781,0.0,08h51m32.35s,17.319834,0.0,+17d19m11.4s,CANDIDATE,CANDIDATE,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,,1,5,,,,,,,,,5851.0,70.0,-70.0,0.0,4.43,0.12,-0.12,0.0,-0.35,0.08,-0.08,0.0,[Fe/H],0.91,0.09,-0.05,0.0,,,,,12.443,,0,13.126,0.04,0.0,12.619000000000002,0.06,0.0,,,,12.796,0.06,0.0,12.421,0.02,0.0,12.292,0.05,0.0,,,,11.369000000000002,0.021,0.0,11.036,0.02,0.0,10.995,0.02,0.0,10.937999999999999,0.022000000000000002,0.0,10.957,0.02,0.0,10.882,0.11199999999999999,0.0,8.857000000000001,,-1.0,0.507,0.07200000000000001,0.0,0.33299999999999996,0.028999999999999998,0.0,0.040999999999999995,0.027999999999999997,0.0,0.374,0.028999999999999998,0.0,,0.0,1.106175,9e-06,-9e-06,0,2457140.7493,0.00036,-0.000354,0.0,,,,,,,,,67.345,3.108,-3.199,0.0,,,,,2.678202,0.26392600000000005,-0.216748,0.0,0.08935,0.05997,-0.03337,0.0,0.79,0.53,-0.3,0.0,8.833,5.995,-3.339,0.0,,,,,1.0
1251,EPIC 211818569,2MASS J08274481+1734457,EPIC 211818569.01,K2-121 b,126.936722,0.0,08h27m44.81s,17.579397,0.0,+17d34m45.8s,CONFIRMED,CONFIRMED,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,,1,5,,,,,,,,,4695.0,50.0,-50.0,0.0,4.68,0.1,-0.1,0.0,-0.14,0.08,-0.08,0.0,[Fe/H],0.69,0.02,-0.02,0.0,,,,,12.935,,0,14.390999999999998,0.08,0.0,13.319,0.03,0.0,,,,13.888,0.05,0.0,12.878,0.05,0.0,12.527000000000001,0.02,0.0,,,,11.309000000000001,0.022000000000000002,0.0,10.742,0.022000000000000002,0.0,10.616,0.018000000000000002,0.0,10.549000000000001,0.023,0.0,10.612,0.019,0.0,10.533,0.1,0.0,8.299,,-1.0,1.072,0.085,0.0,0.5670000000000001,0.031,0.0,0.126,0.027999999999999997,0.0,0.693,0.027999999999999997,0.0,0.0001,-1.0,5.185759,1.4e-05,-1.4e-05,0,2457143.56048,9.6e-05,-0.000101,0.0,,,,,,,,,89.027,0.568,-0.5379999999999999,0.0,,,,,20.133408,0.898387,-1.261031,0.0,0.10207999999999999,0.00396,-0.00229,0.0,0.68,0.03,-0.03,0.0,7.644,0.373,-0.29100000000000004,0.0,,,,,1.0
1252,EPIC 228804845,2MASS J12452717-0634340,EPIC 228804845.01,K2-230 b,191.363205,0.0,12h45m27.17s,-6.576109,0.0,-06d34m34.0s,CONFIRMED,CONFIRMED,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,,0,10,,,,,,,,,6002.0,50.0,-50.0,0.0,4.29,0.1,-0.1,0.0,0.21,0.08,-0.08,0.0,[Fe/H],1.18,0.14,-0.09,0.0,,,,,12.550999999999998,,0,13.298,0.02,0.0,12.707,0.02,0.0,,,,12.923,0.03,0.0,12.555,0.03,0.0,12.390999999999998,0.04,0.0,,,,11.575,0.026000000000000002,0.0,11.322000000000001,0.027000000000000003,0.0,11.257,0.025,0.0,11.220999999999998,0.023,0.0,11.259,0.021,0.0,11.163,0.145,0.0,8.908,,-1.0,0.591,0.027999999999999997,0.0,0.253,0.038,0.0,0.065,0.037000000000000005,0.0,0.318,0.036000000000000004,0.0,0.0001,-1.0,2.860636,0.000307,-0.000292,0,2457585.4496299997,0.004738,-0.005044,0.0,,,,,,,,,85.99,2.842,-5.944,0.0,,,,,7.100198,1.164528,-2.336468,0.0,0.015009999999999999,0.00149,-0.00101,0.0,0.17,0.03,-0.02,0.0,1.9340000000000002,0.3,-0.201,0.0,,,,,1.0
1253,EPIC 228809391,2MASS J12161724-0623081,EPIC 228809391.01,,184.071854,0.0,12h16m17.24s,-6.385604,0.0,-06d23m08.2s,CANDIDATE,CANDIDATE,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,,0,10,,,,,,,,,5611.0,50.0,-50.0,0.0,4.55,0.1,-0.1,0.0,0.06,0.08,-0.08,0.0,[Fe/H],0.91,0.05,-0.03,0.0,,,,,12.595,,0,13.482999999999999,0.01,0.0,12.767000000000001,0.03,0.0,,,,13.058,0.02,0.0,12.561,0.02,0.0,12.397,0.06,0.0,,,,11.472000000000001,0.027000000000000003,0.0,11.130999999999998,0.023,0.0,11.106,0.019,0.0,11.045,0.022000000000000002,0.0,11.09,0.02,0.0,11.255999999999998,0.20199999999999999,0.0,8.472000000000001,,-1.0,0.716,0.032,0.0,0.341,0.035,0.0,0.025,0.03,0.0,0.366,0.033,0.0,0.00168,0.0,19.57572,0.003029,-0.00272,0,2457596.8037,0.004083,-0.0042829999999999995,0.0,,,,,,,,,89.26899999999999,0.526,-1.002,0.0,,,,,46.986129,10.429469000000001,-18.067543,0.0,0.028739999999999998,0.0041600000000000005,-0.00209,0.0,0.25,0.04,-0.02,0.0,2.843,0.436,-0.22399999999999998,0.0,,,,,1.0
1254,EPIC 228952747,2MASS J12284748-0220319,EPIC 228952747.01,,187.197876,0.0,12h28m47.49s,-2.342222,0.0,-02d20m32.0s,CANDIDATE,CANDIDATE,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,,1,10,,,,,,,,,4315.0,50.0,-50.0,0.0,4.73,0.1,-0.1,0.0,-0.33,0.08,-0.08,0.0,[Fe/H],0.59,0.02,-0.01,0.0,,,,,12.224,,0,14.062999999999999,0.08,0.0,12.850999999999999,0.16,0.0,,,,13.47,0.04,0.0,12.253,0.08,0.0,11.69,0.01,0.0,,,,10.270999999999999,0.022000000000000002,0.0,9.657,0.021,0.0,9.49,0.021,0.0,9.427,0.024,0.0,9.467,0.02,0.0,9.405,0.037000000000000005,0.0,8.448,,-1.0,1.212,0.179,0.0,0.614,0.03,0.0,0.16699999999999998,0.03,0.0,0.7809999999999999,0.03,0.0,0.354,0.0,1.055785,4e-05,-4.3e-05,0,2457583.09609,0.001539,-0.001634,0.0,,,,,,,,,89.13,0.67,-3.59,0.0,,,,,35.802301,28.861539,-21.838584,0.0,0.0235,0.03544,-0.0056,0.0,0.14,0.2,-0.03,0.0,1.52,2.292,-0.364,0.0,,,,,1.0
1255,EPIC 229004835,2MASS J12255679-0124164,EPIC 229004835.01,,186.486603,0.0,12h25m56.78s,-1.404572,0.0,-01d24m16.5s,CANDIDATE,CANDIDATE,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,,0,10,,,,,,,,,5870.0,50.0,-50.0,0.0,4.4,0.1,-0.1,0.0,-0.15,0.08,-0.08,0.0,[Fe/H],0.98,0.09,-0.05,0.0,,,,,10.151,,0,10.754000000000001,0.051,0.0,10.23,0.045,0.0,,,,,,,,,,,,,,,,9.061,0.032,0.0,8.805,0.027000000000000003,0.0,8.725,0.023,0.0,8.652999999999999,0.022000000000000002,0.0,8.704,0.02,0.0,8.664,0.028999999999999998,0.0,8.231,0.293,0.0,0.524,0.068,0.0,0.256,0.042,0.0,0.08,0.035,0.0,0.336,0.039,0.0,0.0183,0.0,16.140442,0.001181,-0.001223,0,2457597.62469,0.0025109999999999998,-0.002721,0.0,,,,,,,,,89.44200000000001,0.39799999999999996,-0.716,0.0,,,,,50.481014,7.199269999999999,-14.911875,0.0,0.01937,0.00131,-0.0009599999999999999,0.0,0.18,0.02,-0.01,0.0,2.06,0.233,-0.151,0.0,,,,,1.0
1256,EPIC 229039390,2MASS J12323365-0040223,EPIC 229039390.01,,188.140228,0.0,12h32m33.65s,-0.672956,0.0,-00d40m22.6s,CANDIDATE,CANDIDATE,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,,1,10,,,,,,,,,5833.0,50.0,-50.0,0.0,4.41,0.1,-0.1,0.0,-0.04,0.08,-0.08,0.0,[Fe/H],0.99,0.09,-0.05,0.0,,,,,12.735,,0,13.414000000000001,0.02,0.0,12.873,0.03,0.0,,,,13.07,0.02,0.0,12.720999999999998,0.02,0.0,12.592,0.02,0.0,,,,11.672,0.022000000000000002,0.0,11.415,0.023,0.0,11.335999999999999,0.024,0.0,11.307,0.022000000000000002,0.0,11.290999999999999,0.021,0.0,11.603,0.26,0.0,8.738999999999999,,-1.0,0.541,0.036000000000000004,0.0,0.257,0.032,0.0,0.079,0.034,0.0,0.336,0.033,0.0,,0.0,0.251647,1e-06,-1e-06,0,2457582.6212299997,0.000109,-0.00010800000000000001,0.0,,,,,,,,,38.734,5.019,-5.492999999999999,0.0,,,,,1.4649,0.224516,-0.07724400000000001,0.0,0.25988,0.24743,-0.11135999999999999,0.0,2.5,2.39,-1.08,0.0,27.976999999999997,26.753,-12.065999999999999,0.0,,,,,1.0
1257,EPIC 229131722,2MASS J12271264+0134005,EPIC 229131722.01,K2-259 b,186.802689,0.0,12h27m12.65s,1.566849,0.0,+01d34m00.7s,CONFIRMED,CANDIDATE,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,,0,10,,,,,,,,,5928.0,50.0,-50.0,0.0,4.42,0.1,-0.1,0.0,0.23,0.08,-0.08,0.0,[Fe/H],1.08,0.09,-0.05,0.0,,,,,12.515,,0,13.103,0.03,0.0,12.536,0.04,0.0,,,,12.712,0.02,0.0,12.390999999999998,0.06,0.0,12.431,0.23,0.0,,,,11.425,0.024,0.0,11.18,0.025,0.0,11.115,0.026000000000000002,0.0,11.062000000000001,0.023,0.0,11.084000000000001,0.022000000000000002,0.0,11.015999999999998,0.152,0.0,8.877,,-1.0,0.5670000000000001,0.05,0.0,0.245,0.035,0.0,0.065,0.036000000000000004,0.0,0.31,0.035,0.0,0.00252,0.0,15.482399,0.002222,-0.002188,0,2457585.7053099996,0.0064,-0.006437000000000001,0.0,,,,,,,,,89.027,0.6920000000000001,-1.3259999999999998,0.0,,,,,26.074120999999998,3.257146,-7.036678,0.0,0.01784,0.00212,-0.00134,0.0,0.19,0.03,-0.02,0.0,2.097,0.307,-0.188,0.0,,,,,1.0
1258,EPIC 229133720,2MASS J12283236+0136491,EPIC 229133720.01,,187.134857,0.0,12h28m32.37s,1.613639,0.0,+01d36m49.1s,CANDIDATE,CANDIDATE,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,,0,10,,,,,,,,,4933.0,50.0,-50.0,0.0,4.65,0.1,-0.1,0.0,-0.12,0.08,-0.08,0.0,[Fe/H],0.73,0.02,-0.02,0.0,,,,,11.477,,0,12.602,0.02,0.0,11.689,0.04,0.0,,,,12.097000000000001,0.01,0.0,11.354000000000001,0.05,0.0,11.210999999999999,0.15,0.0,,,,9.93,0.028999999999999998,0.0,9.42,0.021,0.0,9.362,0.023,0.0,9.302,0.023,0.0,9.352,0.02,0.0,9.314,0.042,0.0,8.36,,-1.0,0.9129999999999999,0.045,0.0,0.51,0.036000000000000004,0.0,0.057999999999999996,0.031,0.0,0.568,0.037000000000000005,0.0,,0.0,4.036791,0.000113,-0.000112,0,2457583.96448,0.00114,-0.001111,0.0,,,,,,,,,86.98899999999999,2.233,-4.27,0.0,,,,,11.177489999999999,2.263338,-4.277435,0.0,0.02943,0.00563,-0.0023,0.0,0.21,0.04,-0.02,0.0,2.338,0.45299999999999996,-0.195,0.0,,,,,1.0
1259,EPIC 211886472,2MASS J09083180+1831428,EPIC 211886472.01,,137.13253799999998,0.0,09h08m31.81s,18.528543,0.0,+18d31m42.8s,CANDIDATE,CANDIDATE,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,,1,5,,,,,,,,,6398.0,61.0,-61.0,0.0,4.03,0.11,-0.11,0.0,0.17,0.08,-0.08,0.0,[Fe/H],1.74,0.32,-0.27,0.0,,,,,11.126,,0,11.722000000000001,0.081,0.0,11.275,0.091,0.0,,,,11.29,0.02,0.0,11.071,0.01,0.0,10.998,0.01,0.0,,,,10.235,0.022000000000000002,0.0,9.98,0.032,0.0,9.975,0.023,0.0,9.9,0.023,0.0,9.93,0.02,0.0,9.955,0.065,0.0,8.131,,-1.0,0.447,0.122,0.0,0.255,0.039,0.0,0.005,0.039,0.0,0.26,0.032,0.0,,0.0,19.640123,9.1e-05,-8.3e-05,0,2457152.3796,0.000155,-0.000169,0.0,,,,,,,,,88.33,0.20600000000000002,-0.20800000000000002,0.0,,,,,36.402203,2.078694,-1.821921,0.0,0.18035,0.07948,-0.05235,0.0,3.06,1.46,-1.01,0.0,34.306,16.373,-11.304,0.0,,,,,1.0
1260,EPIC 211906650,2MASS J09012038+1849316,EPIC 211906650.01,K2-186 b,135.334976,0.0,09h01m20.39s,18.825454999999998,0.0,+18d49m31.6s,CONFIRMED,CONFIRMED,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,,1,5,,,,,,,,,5784.0,50.0,-50.0,0.0,4.45,0.1,-0.1,0.0,0.06,0.08,-0.08,0.0,[Fe/H],0.98,0.08,-0.04,0.0,,,,,12.193,,0,12.950999999999999,0.05,0.0,12.307,0.02,0.0,,,,12.577,0.031,0.0,12.172,0.01,0.0,12.027999999999999,0.061,0.0,,,,11.142000000000001,0.022000000000000002,0.0,10.84,0.023,0.0,10.774000000000001,0.021,0.0,10.732999999999999,0.023,0.0,10.762,0.02,0.0,10.620999999999999,0.096,0.0,8.145,,-1.0,0.644,0.054000000000000006,0.0,0.302,0.032,0.0,0.066,0.031,0.0,0.368,0.03,0.0,0.0001,-1.0,41.474219,0.003288,-0.004316,0,2457154.8454,0.001887,-0.001972,0.0,,,,,,,,,89.524,0.33399999999999996,-0.5920000000000001,0.0,,,,,48.939252,4.120107,-10.879169000000001,0.0,0.02965,0.00093,-0.0008699999999999999,0.0,0.28,0.02,-0.01,0.0,3.1719999999999997,0.264,-0.163,0.0,,,,,1.0
1261,EPIC 211913977,2MASS J08412258+1856020,EPIC 211913977.01,K2-101 b,130.344086,0.0,08h41m22.58s,18.933874,0.0,+18d56m01.9s,CONFIRMED,CANDIDATE,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,,1,5,,,,,,,,,4942.0,53.0,-53.0,0.0,4.66,0.1,-0.1,0.0,0.14,0.08,-0.08,0.0,[Fe/H],0.77,0.02,-0.02,0.0,,,,,12.619000000000002,,0,13.97,0.04,0.0,12.957,0.02,0.0,,,,13.448,0.03,0.0,12.557,0.03,0.0,12.264000000000001,0.06,0.0,,,,11.162,0.023,0.0,10.677999999999999,0.022000000000000002,0.0,10.536,0.019,0.0,10.482000000000001,0.023,0.0,10.579,0.021,0.0,10.297,0.096,0.0,8.402999999999999,,-1.0,1.013,0.045,0.0,0.484,0.032,0.0,0.142,0.028999999999999998,0.0,0.626,0.03,0.0,0.00427,0.0,14.677214,0.000847,-0.000825,0,2457152.6820400003,0.002207,-0.00228,0.0,,,,,,,,,88.85700000000001,0.8170000000000001,-1.9980000000000002,0.0,,,,,28.727557,5.667401,-12.497744,0.0,0.02613,0.0036200000000000004,-0.00139,0.0,0.2,0.03,-0.01,0.0,2.194,0.31,-0.124,0.0,,,,,1.0
