# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Mar 13 10:46:08 2018
#
# COLUMN epic_name:      EPIC Name
# COLUMN epic_candname:  Candidate Name
# COLUMN pl_name:        Planet Name
# COLUMN k2c_refdisp:    Reference Disposition
# COLUMN k2c_reflink:    Reference Link
# COLUMN k2c_disp:       Exoplanet Archive Disposition
# COLUMN k2c_note:       Notes
# COLUMN k2_campaign:    K2 Campaign
# COLUMN k2c_recentflag: Most Recent Flag
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN pl_ratdor:      Ratio of Distance to Stellar Radius
# COLUMN pl_ratror:      Ratio of Candidate to Stellar Radius
# COLUMN pl_rade:        Candidate Radius [Earth radii]
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_kep:         Kepler-band [mag]
# COLUMN st_k2:          Ks-band (2MASS) [mag]
#
loc_rowid,epic_name,epic_candname,pl_name,k2c_refdisp,k2c_reflink,k2c_disp,k2c_note,k2_campaign,k2c_recentflag,ra_str,ra,dec_str,dec,pl_orbper,pl_tranmid,pl_ratdor,pl_ratror,pl_rade,st_rad,st_kep,st_k2
1186,EPIC 212592101,EPIC 212592101.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,,,1,13h42m41.09s,205.671219,-10d46m06.7s,-10.768529,4.54500000,2457217.550000,,0.07971,,,16.831,13.717
1187,EPIC 212601505,EPIC 212601505.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,,1,13h30m34.00s,202.641663,-10d33m19.4s,-10.555388,0.72436144,2457225.115894,,,,,14.486,10.508
1188,EPIC 212628098,EPIC 212628098.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CANDIDATE,,,1,13h21m09.73s,200.290558,-09d56m57.0s,-9.949168,4.35242800,2457223.348300,,22.72000,16.600,0.67,13.259,10.743
1189,EPIC 212628098,EPIC 212628098.01,,FALSE POSITIVE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv170307416D target=ref>Dressing et al. 2017</a>,FALSE POSITIVE,,,0,13h21m09.73s,200.290558,-09d56m57.0s,-9.949168,4.35244000,2457223.348000,17.230000,0.22800,14.070,,13.259,10.743
1190,EPIC 212634172,EPIC 212634172.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv170307416D target=ref>Dressing et al. 2017</a>,CANDIDATE,,,1,13h29m33.76s,202.390686,-09d48m36.6s,-9.810173,2.85177000,2457254.669000,14.760000,0.08800,3.340,,14.831,11.412
1191,EPIC 212639319,EPIC 212639319.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,,,0,13h18m18.75s,199.578140,-09d41m30.7s,-9.691857,13.84300000,2457222.438000,,0.02795,,,12.471,10.647
1192,EPIC 212639319,EPIC 212639319.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CANDIDATE,,,0,13h18m18.75s,199.578140,-09d41m30.7s,-9.691857,13.84367800,2457222.438710,,24.21000,21.400,0.81,12.471,10.647
1193,EPIC 212639319,EPIC 212639319.01,,CANDIDATE,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CANDIDATE,,,1,13h18m18.75s,199.578140,-09d41m30.7s,-9.691857,13.84372500,2457222.436520,28.622521,0.03775,6.761,1.64,12.471,10.647
1194,EPIC 212645891,EPIC 212645891.02,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,,1,14h01m05.53s,210.273026,-09d32m24.4s,-9.540112,0.32814902,2457225.259789,,,,,12.641,11.053
1195,EPIC 212645891,EPIC 212645891.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,,,0,14h01m05.53s,210.273026,-09d32m24.4s,-9.540112,0.98400000,2457218.042000,,0.04034,,,12.641,11.053
1196,EPIC 212645891,EPIC 212645891.01,,CANDIDATE,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CANDIDATE,,,1,14h01m05.53s,210.273026,-09d32m24.4s,-9.540112,0.32815200,2457218.041500,1.441255,0.13697,14.792,0.99,12.641,11.053
1197,EPIC 212646483,EPIC 212646483.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,,,1,14h06m39.17s,211.663208,-09d31m35.4s,-9.526506,8.25300000,2457219.873000,,0.02907,,,13.858,12.194
1198,EPIC 212661144,EPIC 212661144.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,,,0,13h56m56.00s,209.233337,-09d11m15.5s,-9.187627,2.45900000,2457218.910000,,0.02719,,,13.595,12.055
1199,EPIC 212661144,EPIC 212661144.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,,1,13h56m56.00s,209.233337,-09d11m15.5s,-9.187627,2.45840745,2457226.293781,,,,,13.595,12.055
1200,EPIC 212672300,EPIC 212672300.01,K2-194 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CONFIRMED,,,0,13h38m26.14s,204.608932,-08d55m37.7s,-8.927150,39.69900000,2457243.008000,,0.02479,,,12.846,11.570
1201,EPIC 212672300,EPIC 212672300.01,K2-194 b,CONFIRMED,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CONFIRMED,,,1,13h38m26.14s,204.608932,-08d55m37.7s,-8.927150,39.72138600,2457243.006970,30.988860,0.02607,3.642,1.28,12.846,11.570
1202,EPIC 212679181,EPIC 212679181.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv170307416D target=ref>Dressing et al. 2017</a>,CANDIDATE,,,0,13h26m56.92s,201.737183,-08d45m46.8s,-8.763013,1.05459000,2457256.570000,7.990000,0.02700,1.290,,12.011,8.588
1203,EPIC 212679181,EPIC 212679181.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,,,0,13h26m56.92s,201.737183,-08d45m46.8s,-8.763013,1.05500000,2457217.551000,,0.02140,,,12.011,8.588
1204,EPIC 212679181,EPIC 212679181.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CANDIDATE,,,1,13h26m56.92s,201.737183,-08d45m46.8s,-8.763013,1.05461200,2457221.767920,,2.49000,1.000,0.36,12.011,8.588
1205,EPIC 212679798,EPIC 212679798.01,,FALSE POSITIVE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv170307416D target=ref>Dressing et al. 2017</a>,FALSE POSITIVE,,,1,13h29m56.55s,202.485626,-08d44m58.7s,-8.749639,1.83473000,2457222.389000,8.940000,0.48900,29.930,,14.846,12.338
1206,EPIC 212686205,EPIC 212686205.01,K2-128 b,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv170307416D target=ref>Dressing et al. 2017</a>,CONFIRMED,,,0,13h37m45.04s,204.437653,-08d35m49.4s,-8.597065,5.67581000,2457255.503000,15.570000,0.01700,1.430,,12.256,9.815
1207,EPIC 212686205,EPIC 212686205.01,K2-128 b,CONFIRMED,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CONFIRMED,,,1,13h37m45.04s,204.437653,-08d35m49.4s,-8.597065,5.67581400,2457221.448090,20.472341,0.01695,1.203,0.65,12.256,9.815
1208,EPIC 212688920,EPIC 212688920.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,,,1,13h32m03.26s,203.013565,-08d31m53.3s,-8.531480,62.84100000,2457220.233000,,0.23122,,,13.886,11.969
1209,EPIC 212689874,EPIC 212689874.02,K2-195 c,CONFIRMED,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CONFIRMED,,,1,13h19m19.56s,199.831512,-08d30m34.1s,-8.509480,28.48278600,2457243.008950,27.673288,0.02605,2.576,0.91,12.330,10.876
1210,EPIC 212689874,EPIC 212689874.01,K2-195 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CONFIRMED,,,0,13h19m19.56s,199.831512,-08d30m34.1s,-8.509480,15.85400000,2457225.044000,,0.03004,,,12.330,10.876
1211,EPIC 212689874,EPIC 212689874.01,K2-195 b,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CONFIRMED,,,0,13h19m19.56s,199.831512,-08d30m34.1s,-8.509480,15.85298900,2457225.045440,,2.87000,3.000,0.95,12.330,10.876
1212,EPIC 212689874,EPIC 212689874.01,K2-195 b,CONFIRMED,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CONFIRMED,,,1,13h19m19.56s,199.831512,-08d30m34.1s,-8.509480,15.85354300,2457225.045980,24.129064,0.02974,2.940,0.91,12.330,10.876
1213,EPIC 212690867,EPIC 212690867.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv170307416D target=ref>Dressing et al. 2017</a>,CANDIDATE,,,1,13h33m15.43s,203.314285,-08d29m04.2s,-8.484509,25.86125000,2457255.464000,64.960000,0.04900,2.200,,14.936,12.061
1214,EPIC 212691422,EPIC 212691422.01,K2-196 b,CONFIRMED,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CONFIRMED,,,1,13h21m49.52s,200.456345,-08d28m18.2s,-8.471721,48.32422200,2457227.890720,23.462939,0.02145,3.600,1.54,11.923,10.617
1215,EPIC 212697709,EPIC 212697709.01,WASP-157 b,CONFIRMED,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CONFIRMED,,,1,13h26m37.25s,201.655197,-08d19m03.2s,-8.317560,3.95162600,2457218.287020,10.270030,0.09493,10.769,1.04,12.193,10.764
1216,EPIC 212697709,EPIC 212697709.01,WASP-157 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CONFIRMED,,,0,13h26m37.25s,201.655197,-08d19m03.2s,-8.317560,3.95200000,2457218.287000,,0.07877,,,12.193,10.764
1217,EPIC 212697709,EPIC 212697709.01,WASP-157 b,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CONFIRMED,,,0,13h26m37.25s,201.655197,-08d19m03.2s,-8.317560,3.95162300,2457222.238640,,9.17000,12.000,1.20,12.193,10.764
1218,EPIC 212697709,EPIC 212697709.01,WASP-157 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CONFIRMED,,,0,13h26m37.25s,201.655197,-08d19m03.2s,-8.317560,3.95169560,2457226.190233,,,,,12.193,10.764
1219,EPIC 212703473,EPIC 212703473.02,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,,,0,13h24m56.77s,201.236542,-08d10m18.3s,-8.171739,18.51600000,2457221.169000,,0.01730,,,10.729,9.307
1220,EPIC 212703473,EPIC 212703473.01,,CANDIDATE,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CANDIDATE,,,1,13h24m56.77s,201.236542,-08d10m18.3s,-8.171739,6.78907600,2457222.725470,16.102046,0.01507,1.608,0.98,10.729,9.307
1221,EPIC 212703473,EPIC 212703473.02,,CANDIDATE,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CANDIDATE,,,1,13h24m56.77s,201.236542,-08d10m18.3s,-8.171739,18.51731900,2457221.164250,43.099679,0.01744,1.862,0.98,10.729,9.307
1222,EPIC 212703473,EPIC 212703473.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,,,0,13h24m56.77s,201.236542,-08d10m18.3s,-8.171739,6.78800000,2457222.730000,,0.01430,,,10.729,9.307
1223,EPIC 212703473,EPIC 212703473.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CANDIDATE,,,0,13h24m56.77s,201.236542,-08d10m18.3s,-8.171739,6.78834400,2457222.733450,,1.33000,1.600,1.11,10.729,9.307
1224,EPIC 212705192,EPIC 212705192.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,,,0,13h30m25.31s,202.605438,-08d07m48.9s,-8.130262,2.26800000,2457219.619000,,0.06806,,,11.728,10.280
1225,EPIC 212705192,EPIC 212705192.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,,1,13h30m25.31s,202.605438,-08d07m48.9s,-8.130262,2.26884990,2457226.417080,,,,,11.728,10.280
1226,EPIC 212712473,EPIC 212712473.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,,,1,13h56m04.65s,209.019363,-07d57m07.7s,-7.952130,7.26400000,2457217.793000,,0.05685,,,17.589,15.077
1227,EPIC 212735333,EPIC 212735333.01,K2-197 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CONFIRMED,,,0,13h29m34.48s,202.393661,-07d22m26.4s,-7.374002,8.35800000,2457218.187000,,0.02270,,,11.977,10.479
1228,EPIC 212735333,EPIC 212735333.01,K2-197 b,CONFIRMED,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CONFIRMED,,,1,13h29m34.48s,202.393661,-07d22m26.4s,-7.374002,8.35795400,2457218.182960,16.971210,0.02519,2.502,0.91,11.977,10.479
1229,EPIC 212735333,EPIC 212735333.01,K2-197 b,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CONFIRMED,,,0,13h29m34.48s,202.393661,-07d22m26.4s,-7.374002,8.35744100,2457218.186320,,2.41000,2.500,0.96,11.977,10.479
1230,EPIC 212735333,EPIC 212735333.01,K2-197 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CONFIRMED,,,0,13h29m34.48s,202.393661,-07d22m26.4s,-7.374002,8.35470947,2457226.553418,,,,,11.977,10.479
1231,EPIC 212737443,EPIC 212737443.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,,1,13h36m53.21s,204.221695,-07d19m05.3s,-7.318144,13.60697954,2457234.953293,,,,,14.461,12.160
1232,EPIC 212737443,EPIC 212737443.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,,,0,13h36m53.21s,204.221695,-07d19m05.3s,-7.318144,13.60300000,2457221.355000,,0.03481,,,14.461,12.160
1233,EPIC 212756297,EPIC 212756297.01,Qatar-2 b,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CONFIRMED,,,1,13h50m37.41s,207.655869,-06d48m14.4s,-6.804004,1.33711600,2457222.121380,,15.99000,11.500,0.66,13.009,10.619
1234,EPIC 212756297,EPIC 212756297.01,Qatar-2 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CONFIRMED,,,0,13h50m37.41s,207.655869,-06d48m14.4s,-6.804004,1.33700000,2457218.110000,,0.17654,,,13.009,10.619
1235,EPIC 212756297,EPIC 212756297.01,Qatar-2 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CONFIRMED,,,0,13h50m37.41s,207.655869,-06d48m14.4s,-6.804004,1.33711405,2457226.132853,,,,,13.009,10.619
1236,EPIC 212757601,EPIC 212757601.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,,,0,13h52m37.12s,208.154648,-06d46m09.8s,-6.769382,1.01800000,2457218.013000,,0.09896,,,16.825,14.774
1237,EPIC 212757601,EPIC 212757601.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CANDIDATE,,,1,13h52m37.12s,208.154648,-06d46m09.8s,-6.769382,1.01796800,2457221.068400,,43.93000,36.100,0.75,16.825,14.774
1238,EPIC 212768333,EPIC 212768333.01,K2-198 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CONFIRMED,,,0,13h15m22.51s,198.843811,-06d27m53.6s,-6.464886,3.35900000,2457218.397000,,0.01330,,,11.022,9.228
1239,EPIC 212768333,EPIC 212768333.03,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,,,1,13h15m22.51s,198.843811,-06d27m53.6s,-6.464886,17.04300000,2457221.610000,,0.04167,,,11.022,9.228
1240,EPIC 212768333,EPIC 212768333.01,K2-198 b,CONFIRMED,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CONFIRMED,,,1,13h15m22.51s,198.843811,-06d27m53.6s,-6.464886,17.04317900,2457221.611790,42.001955,0.04850,4.119,0.78,11.022,9.228
1241,EPIC 212768333,EPIC 212768333.02,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,,,1,13h15m22.51s,198.843811,-06d27m53.6s,-6.464886,7.45000000,2457221.023000,,0.02610,,,11.022,9.228
1242,EPIC 212772113,EPIC 212772113.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,,,1,13h32m53.28s,203.222015,-06d21m24.7s,-6.356853,8.95300000,2457223.806000,,0.03432,,,13.747,11.701
1243,EPIC 212772313,EPIC 212772313.01,,CANDIDATE,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CANDIDATE,,,1,13h29m53.78s,202.474075,-06d21m03.2s,-6.350882,37.36197300,2457226.373960,19.870685,0.02252,2.744,1.12,10.471,8.981
1244,EPIC 212773272,EPIC 212773272.01,,FALSE POSITIVE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv170307416D target=ref>Dressing et al. 2017</a>,FALSE POSITIVE,,,0,13h49m31.69s,207.382034,-06d19m26.8s,-6.324099,4.68189000,2457222.666000,15.440000,0.63000,29.410,,14.965,11.701
1245,EPIC 212773272,EPIC 212773272.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CANDIDATE,,,1,13h49m31.69s,207.382034,-06d19m26.8s,-6.324099,4.68174300,2457222.664960,,19.87000,5.400,0.25,14.965,11.701
1246,EPIC 212773309,EPIC 212773309.01,,FALSE POSITIVE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv170307416D target=ref>Dressing et al. 2017</a>,FALSE POSITIVE,,,1,13h49m32.38s,207.384918,-06d19m21.9s,-6.322741,4.68199000,2457222.665000,16.870000,0.75400,48.330,,11.391,9.114
1247,EPIC 212779596,EPIC 212779596.02,K2-199 c,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CONFIRMED,,,0,13h55m36.41s,208.901703,-06d08m10.1s,-6.136143,7.37400000,2457222.930000,,0.03783,,,11.930,9.625
1248,EPIC 212779596,EPIC 212779596.01,K2-199 b,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CONFIRMED,,,0,13h55m36.41s,208.901703,-06d08m10.1s,-6.136143,3.22534900,2457221.964120,,2.45000,1.900,0.70,11.930,9.625
1249,EPIC 212779596,EPIC 212779596.02,K2-199 c,CONFIRMED,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CONFIRMED,,,1,13h55m36.41s,208.901703,-06d08m10.1s,-6.136143,7.37449700,2457222.930020,22.106383,0.03897,2.837,0.67,11.930,9.625
1250,EPIC 212779596,EPIC 212779596.02,K2-199 c,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CONFIRMED,,,0,13h55m36.41s,208.901703,-06d08m10.1s,-6.136143,7.37468900,2457222.930380,,3.94000,3.000,0.70,11.930,9.625
1251,EPIC 212779596,EPIC 212779596.01,K2-199 b,CONFIRMED,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CONFIRMED,,,1,13h55m36.41s,208.901703,-06d08m10.1s,-6.136143,3.22542300,2457218.737870,10.656216,0.02585,1.882,0.67,11.930,9.625
1252,EPIC 212779596,EPIC 212779596.01,K2-199 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CONFIRMED,,,0,13h55m36.41s,208.901703,-06d08m10.1s,-6.136143,3.22500000,2457218.739000,,0.02410,,,11.930,9.625
1253,EPIC 212782836,EPIC 212782836.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CANDIDATE,,,1,13h39m07.13s,204.779724,-06d02m29.7s,-6.041594,7.12229700,2457222.133970,,1.26000,1.000,0.76,11.574,9.994
1254,EPIC 212782836,EPIC 212782836.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,,,0,13h39m07.13s,204.779724,-06d02m29.7s,-6.041594,7.12500000,2457222.120000,,0.01238,,,11.574,9.994
1255,EPIC 212796016,EPIC 212796016.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,,,1,13h41m10.49s,205.293701,-05d39m48.1s,-5.663363,3.21600000,2457217.935000,,0.01754,,,14.209,11.308
1256,EPIC 212797028,EPIC 212797028.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CANDIDATE,,,1,13h51m16.33s,207.818024,-05d38m04.6s,-5.634600,29.97888400,2457230.471690,,14.81000,15.300,0.94,13.097,11.538
1257,EPIC 212803289,EPIC 212803289.01,K2-99 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CONFIRMED,,,0,13h55m05.70s,208.773743,-05d26m32.9s,-5.442466,18.25000000,2457233.823000,,0.04214,,,11.014,9.720
1258,EPIC 212803289,EPIC 212803289.01,K2-99 b,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CONFIRMED,,,0,13h55m05.70s,208.773743,-05d26m32.9s,-5.442466,18.25221300,2457233.824850,,3.85000,8.300,1.98,11.014,9.720
1259,EPIC 212803289,EPIC 212803289.01,K2-99 b,CANDIDATE,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CONFIRMED,,,1,13h55m05.70s,208.773743,-05d26m32.9s,-5.442466,18.24870800,2457233.825970,11.418816,0.04243,10.536,2.28,11.014,9.720
1260,EPIC 212813907,EPIC 212813907.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,,,1,13h47m19.84s,206.832657,-05d06m21.9s,-5.106074,6.72500000,2457221.836000,,0.04925,,,14.070,11.971
1261,EPIC 212828909,EPIC 212828909.01,K2-200 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CONFIRMED,,,0,13h29m00.38s,202.251602,-04d36m36.8s,-4.610228,2.85000000,2457218.558000,,0.01581,,,12.244,10.375
1262,EPIC 212828909,EPIC 212828909.01,K2-200 b,CONFIRMED,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CONFIRMED,,,1,13h29m00.38s,202.251602,-04d36m36.8s,-4.610228,2.84988300,2457218.560880,13.198523,0.01580,1.364,0.79,12.244,10.375
1263,EPIC 212839127,EPIC 212839127.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CANDIDATE,,,1,13h27m07.20s,201.779999,-04d14m53.5s,-4.248198,20.64149200,2457238.339330,,43.10000,49.500,1.05,13.330,11.953
